S2000,566,,,,TW,04/14/2017,14:08:44,
S2000,567,,,,TW,04/14/2017,14:09:23,
S2001,566,,,,TW,04/14/2017,14:10:00,
S2001,567,,,,TW,04/14/2017,14:10:30,
S2002,566,,,,TW,04/14/2017,14:11:13,
S2002,566,,,,TW,04/14/2017,14:11:15,
S2002,567,,,,TW,04/14/2017,14:11:54,
S2000,533,,,,JP,04/14/2017,14:28:36,
S2001,533,,,,JP,04/14/2017,14:28:36,
S2002,533,,,,JP,04/14/2017,14:28:36,
S2000,567,,,,JP,05/14/2017,14:29:02,
S2001,567,,,,JP,05/14/2017,14:29:02,
S2002,567,,,,JP,05/14/2017,14:29:02,
